SLICES,formation_energy_per_atom,band_gap,crystal_system
o w a ODD b OOO j OOO o Sc Sc Sc Sc Al Al Al Al Fe Fe Fe Fe 0 11 ooo 0 4 --o 0 4 ooo 0 4 o-o 0 7 o-o 0 7 +oo 0 9 ooo 0 1 ooo 0 1 o-o 0 1 +oo 0 8 ooo 0 8 o-o 0 6 ooo 0 6 +oo 0 10 ooo 0 3 ooo 1 10 -oo 1 10 o+o 1 9 -oo 1 9 ooo 1 4 --o 1 4 -oo 1 4 ooo 1 11 o+o 1 11 ooo 1 7 ooo 1 6 ooo 1 2 ooo 1 8 ooo 2 3 -o- 2 3 o+- 2 3 oo- 2 5 --o 2 5 -oo 2 5 ooo 2 10 -oo 2 10 o+o 2 9 -oo 2 9 ooo 2 7 oo- 2 11 o+o 2 11 ooo 2 6 oo- 2 8 oo- 3 7 o-o 3 7 +oo 3 11 oo+ 3 5 --+ 3 5 oo+ 3 5 o-+ 3 8 ooo 3 8 o-o 3 6 ooo 3 6 +oo 3 9 oo+ 3 10 oo+ 4 8 ooo 4 10 o+o 4 9 ooo 4 7 +oo 4 11 ++o 4 6 ++o 5 8 oo- 5 10 o+o 5 7 +o- 5 9 ooo 5 6 ++- 5 11 ++o 6 8 --o 6 8 ooo 6 7 ooo 6 7 o-o 7 8 -oo 7 8 ooo 9 11 ooo 9 11 ++o 9 10 o+o 9 10 ooo 10 11 ooo 10 11 +oo ,-0.394495845833332,0.0,orthorhombic
+ w b OOO g DDD c DDD o Sn Sn I I I I 0 3 --o 0 5 -o- 0 5 -oo 0 4 o-- 0 4 o-o 0 2 ooo 1 2 ooo 1 2 oo+ 1 4 ooo 1 5 ooo 1 3 ooo 1 3 oo+ ,-0.7386189000000005,1.4398,tetragonal
+ w a DDO b OOD c OOD o Mg Mg Zn Zn Zn Zn 0 5 -o- 0 5 -oo 0 5 o+- 0 5 o+o 0 3 -oo 0 3 o+o 0 0 ++o 0 1 oo- 0 1 ooo 0 2 o-o 0 2 +oo 1 5 -oo 1 5 o+o 1 1 ++o 1 2 o-o 1 2 o-+ 1 2 +oo 1 2 +o+ 1 4 o-o 1 4 +oo 2 2 ++o 2 4 oo- 2 4 ooo 2 3 -oo 2 3 o+o 3 4 o-- 3 4 o-o 3 4 +o- 3 4 +oo 3 3 ++o 3 5 oo- 3 5 ooo 4 4 ++o 4 5 -oo 4 5 o+o 5 5 ++o ,-0.0598192099999999,0.0,orthorhombic
+ x b DOD c ODO o Ti Ti Ti Ti Si Si Si Si Ni Ni Ni Ni 0 8 -oo 0 8 ooo 0 7 -oo 0 7 ooo 0 2 -oo 0 2 ooo 0 4 -oo 0 4 ooo 0 9 -oo 0 9 ooo 0 11 ooo 0 10 oo- 0 6 ooo 1 6 ooo 1 6 +oo 1 10 ooo 1 10 +oo 1 11 o+o 1 11 ++o 1 3 o++ 1 3 +++ 1 5 o+o 1 5 ++o 1 9 ooo 1 4 oo+ 1 8 o++ 2 11 ooo 2 11 +oo 2 5 ooo 2 5 +oo 2 6 ooo 2 6 +oo 2 10 ooo 2 10 +oo 2 7 ooo 2 8 oo+ 2 9 ooo 3 4 --o 3 4 o-o 3 9 --o 3 9 o-o 3 8 -oo 3 8 ooo 3 7 -oo 3 7 ooo 3 10 o-- 3 5 oo- 3 11 ooo 4 10 oo- 4 10 +o- 4 8 ooo 4 9 ooo 5 8 -o+ 5 8 oo+ 5 11 ooo 5 10 ooo 6 9 -oo 6 9 ooo 6 10 ooo 6 11 o+o 7 11 ooo 7 11 +oo 7 9 o-o 7 8 ooo 8 10 oo- 8 10 +o- 9 11 o+o 9 11 ++o ,-0.8213968661111105,0.0,orthorhombic
+ w a DDD b OOO c DDO o K K Cr Cr F F F F F F 0 4 --- 0 4 ooo 0 7 -o- 0 7 oo- 0 6 ooo 0 6 o-o 0 5 oo- 0 5 ooo 0 8 -o- 0 8 ooo 0 9 ooo 0 9 o-- 1 5 oo- 1 5 ++o 1 7 o+- 1 7 oo- 1 9 oo- 1 9 +oo 1 8 o+o 1 8 oo- 1 6 ooo 1 6 +oo 1 4 oo- 1 4 ooo 2 6 o-o 2 9 o-o 2 5 ooo 2 4 o-o 2 8 ooo 2 7 ooo 3 7 -o- 3 8 -oo 3 4 -oo 3 5 ooo 3 9 ooo 3 6 oo+ ,-2.9312698911,0.1663999999999998,orthorhombic
o y c ODO o Na Na Co Co Co Co O O O O O O 0 8 ooo 0 8 oo+ 0 11 -oo 0 7 o-o 0 9 ooo 1 8 ooo 1 10 o+o 1 6 +oo 1 9 oo- 1 9 ooo 2 6 ooo 2 8 o+o 2 7 ooo 2 10 o+o 3 9 -o- 3 11 -o- 3 6 ooo 3 7 oo- 4 10 ooo 4 6 +oo 4 11 ooo 4 8 +oo 5 7 o-- 5 10 ooo 5 9 o-- 5 11 oo- ,-1.405971088591955,0.9107999999999998,monoclinic
+ t a ODD a DOD b OOO c OOO d OOO e OOO o Ta Ti Re Re 0 2 ooo 0 2 oo+ 0 2 +oo 0 2 o+o 0 1 oo+ 0 1 o+o 0 1 o++ 0 1 +oo 0 1 +o+ 0 1 ++o 0 3 -oo 0 3 o-o 0 3 oo- 0 3 ooo 1 3 --- 1 3 --o 1 3 o-- 1 3 -o- 1 2 -oo 1 2 o-o 1 2 oo- 1 2 ooo 2 3 --o 2 3 -o- 2 3 -oo 2 3 o-- 2 3 o-o 2 3 oo- ,-0.4518770383333343,0.0,cubic
+ t a ODD a DOD b OOO c OOO d OOO e OOO o Rb Rb La Cu Cl Cl Cl Cl Cl Cl 0 9 ooo 0 9 oo+ 0 8 ooo 0 8 o+o 0 6 ooo 0 6 +oo 0 7 oo+ 0 7 +oo 0 4 oo+ 0 4 o+o 0 5 o+o 0 5 +oo 1 7 o-o 1 7 ooo 1 6 o-o 1 6 oo- 1 4 -oo 1 4 ooo 1 9 -oo 1 9 o-o 1 8 -oo 1 8 oo- 1 5 oo- 1 5 ooo 2 9 --o 2 8 -o- 2 4 -oo 2 6 o-- 2 7 o-o 2 5 oo- 3 5 ooo 3 7 ooo 3 6 ooo 3 4 ooo 3 8 ooo 3 9 ooo ,-2.150023687,2.1383000000000005,cubic
o v b OOO g DDO c DDO h DDO + YBO Nd Nd Ge Ge Ru Ru 0 3 -oo 0 3 -+o 0 3 ooo 0 3 o+o 0 5 -oo 0 5 ooo 0 4 ooo 0 4 o+o 0 2 oo- 0 2 ooo 1 2 o-o 1 2 ooo 1 2 +-o 1 2 +oo 1 4 oo+ 1 4 +o+ 1 5 o-+ 1 5 oo+ 1 3 ooo 1 3 oo+ 2 5 -o+ 2 5 oo+ 2 4 oo+ 2 4 o++ 3 4 ooo 3 4 +oo 3 5 o-o 3 5 ooo 4 5 --o 4 5 -oo 4 5 o-o 4 5 ooo ,-0.6688656849999989,0.0,tetragonal
o x a DDO j OOD o La La Mg Mg I I I I I I I I I I 0 4 ooo 0 10 ooo 0 8 o+o 0 9 ooo 0 7 o+o 0 13 o+o 1 6 ooo 1 7 oo+ 1 5 oo+ 1 12 +oo 1 10 +oo 1 11 +o+ 2 8 ooo 2 11 ooo 2 4 ooo 2 5 ooo 3 12 ooo 3 13 ooo 3 6 ooo 3 9 ooo ,-1.5344171935714286,2.6792,monoclinic
+ t a ODD a DOD b OOO c OOO d OOO e OOO o K K K Tb Cl Cl Cl Cl Cl Cl 0 8 ooo 0 8 o+o 0 4 oo+ 0 4 o+o 0 6 ooo 0 6 +oo 0 5 o+o 0 5 +oo 0 7 oo+ 0 7 +oo 0 9 ooo 0 9 oo+ 1 5 oo- 1 5 ooo 1 7 o-o 1 7 ooo 1 4 -oo 1 4 ooo 1 6 o-o 1 6 oo- 1 8 -oo 1 8 oo- 1 9 -oo 1 9 o-o 2 5 ooo 2 7 ooo 2 6 ooo 2 4 ooo 2 8 ooo 2 9 ooo 3 9 --o 3 8 -o- 3 4 -oo 3 6 o-- 3 7 o-o 3 5 oo- ,-2.4232241819,4.6741,cubic
o v a DDD b OOO m OOO j OOO o Mn W O O O O 0 3 o-o 0 3 oo+ 0 2 ooo 0 2 +o+ 1 5 oo- 1 5 o+o 1 4 -o- 1 4 ooo 1 2 ooo 1 3 ooo ,-2.149401531321839,0.3539000000000001,tetragonal
+ w b OOO g DDD c DDD o Li Li Li Li Pt Pt F F F F F F F F F F F F 0 16 --o 0 9 --o 0 17 -oo 0 13 o-o 0 12 ooo 0 11 ooo 1 7 ooo 1 6 ooo 1 10 oo+ 1 15 ooo 1 8 oo+ 1 14 ooo 2 9 --o 2 14 --o 2 15 -oo 2 6 o-o 2 11 ooo 2 7 ooo 3 12 ooo 3 10 ooo 3 13 ooo 3 8 ooo 3 17 ooo 3 16 ooo 4 11 ooo 4 13 ooo 4 6 ooo 4 17 ooo 4 15 ooo 4 9 ooo 5 14 --- 5 16 --o 5 8 -oo 5 10 o-o 5 7 oo- 5 12 ooo ,-2.4193545007407407,2.5092,tetragonal
+ x b DOD c ODO o Y Y Y Y B B B B O O O O O O O O O O O O 0 18 -o- 0 17 -oo 0 13 -o- 0 12 ooo 0 10 oo- 0 8 ooo 1 17 -oo 1 19 -oo 1 14 -oo 1 15 ooo 1 9 ooo 1 10 ooo 2 8 --o 2 11 -o- 2 12 ooo 2 13 --- 2 16 o-o 2 18 oo- 3 9 --o 3 15 ooo 3 11 -oo 3 16 o-o 3 14 --o 3 19 ooo 4 16 ooo 4 8 ooo 4 9 ooo 5 12 ooo 5 15 ooo 5 17 ooo 6 10 ooo 6 14 ooo 6 13 ooo 7 19 ooo 7 18 ooo 7 11 ooo ,-3.494467149166666,4.7952,orthorhombic
+ x b OOD c ODD o Dy Dy Dy Dy V V V V Sb Sb Sb Sb Sb Sb Sb Sb Sb Sb Sb Sb 0 14 ooo 0 14 +oo 0 16 ooo 0 6 ooo 0 18 ooo 0 12 ooo 0 12 o+o 0 8 ooo 0 19 +oo 0 5 +oo 0 17 +oo 1 19 ooo 1 7 ooo 1 17 ooo 1 15 -oo 1 15 ooo 1 16 ooo 1 4 ooo 1 13 o-o 1 13 ooo 1 18 ooo 1 9 ooo 2 5 o-o 2 17 o-o 2 12 -oo 2 12 ooo 2 19 ooo 2 14 o-o 2 14 ooo 2 6 o-o 2 18 o-o 2 10 ooo 2 16 ooo 3 18 ooo 3 13 ooo 3 13 +oo 3 16 o+o 3 4 o+o 3 17 +oo 3 15 ooo 3 15 o+o 3 11 ooo 3 19 ++o 3 7 ++o 4 13 o-o 4 10 oo+ 4 9 ooo 4 7 ooo 4 7 +oo 4 11 o-o 4 15 ooo 4 8 oo+ 5 8 -oo 5 11 -o- 5 12 -+o 5 6 -oo 5 6 ooo 5 9 oo- 5 14 ooo 5 10 o+o 6 9 oo- 6 14 ooo 6 10 o+o 6 8 ooo 6 11 oo- 6 12 o+o 7 11 --o 7 15 -oo 7 8 -o+ 7 13 o-o 7 10 oo+ 7 9 ooo 8 12 ooo 9 13 ooo 10 14 ooo 11 15 ooo 16 19 ooo 16 19 +oo 16 18 o-o 16 18 ooo 17 18 -oo 17 18 ooo 17 19 ooo 17 19 o+o ,-0.6262199070000001,0.0,orthorhombic
+ v a DDD b OOO c OOO d OOO o Sm Sm Sm Sm Sm Sm Sm Sm Sm Sm Sm Sm Co Co Co Co Co Co Pb 0 15 ooo 0 5 ooo 0 9 ooo 0 16 ooo 0 6 ooo 0 13 +oo 0 12 ooo 0 10 +oo 0 18 +++ 1 18 ooo 1 11 -oo 1 13 ooo 1 12 -oo 1 17 ooo 1 7 ooo 1 8 ooo 1 14 ooo 1 4 ooo 2 13 ooo 2 12 -oo 2 11 -oo 2 18 o++ 2 5 oo+ 2 14 ooo 2 8 ooo 2 16 oo+ 2 6 oo+ 3 17 oo- 3 7 oo- 3 9 ooo 3 15 ooo 3 4 oo- 3 18 +oo 3 10 +oo 3 13 +oo 3 12 ooo 4 9 ooo 4 15 oo+ 4 14 ooo 4 17 ooo 4 12 ooo 4 11 ooo 4 18 +++ 5 18 ooo 5 16 ooo 5 13 ooo 5 10 ooo 5 15 ooo 5 14 oo- 5 8 ooo 6 14 oo- 6 12 o+o 6 9 o+o 6 16 ooo 6 15 ooo 6 18 ++o 6 11 o+o 7 10 o-o 7 18 oo+ 7 14 ooo 7 17 ooo 7 13 o-o 7 8 o-o 7 15 oo+ 8 13 ooo 8 17 o+o 8 16 ooo 8 14 ooo 8 18 +++ 9 18 ooo 9 15 ooo 9 17 ooo 9 16 o-o 9 12 ooo 10 15 -oo 10 18 o+o 10 13 ooo 10 16 ooo 10 17 o+o 11 16 o-o 11 17 ooo 11 12 ooo 11 18 +o+ 11 14 +oo 12 13 +oo 14 15 oo+ 16 17 o+o ,-0.1960012905263158,0.0068999999999999,cubic
+ v a DDD b OOO g OOO c OOO o Ga Rh Rh Rh 0 3 --- 0 3 -oo 0 3 o-o 0 3 oo+ 0 2 --- 0 2 o-- 0 2 o-o 0 2 ooo 0 1 --- 0 1 -o- 0 1 -oo 0 1 ooo 1 2 o-- 1 2 ooo 1 2 +-o 1 2 +o+ 1 3 o-o 1 3 ooo 1 3 oo+ 1 3 +o+ 2 3 -oo 2 3 ooo 2 3 oo+ 2 3 o++ ,-0.3202162443749996,0.0,tetragonal
+ x b DOD c ODO o La La La La Zn Zn Zn Zn Pd Pd Pd Pd 0 7 --o 0 7 -oo 0 10 --o 0 10 -oo 0 1 -oo 0 1 ooo 0 4 -oo 0 11 o-o 0 11 ooo 0 6 o-o 0 6 ooo 0 5 oo- 0 8 ooo 1 11 o-o 1 11 ooo 1 6 o-o 1 6 ooo 1 5 oo- 1 7 o-o 1 7 ooo 1 10 o-o 1 10 ooo 1 9 oo- 1 4 ooo 2 4 ooo 2 4 o+o 2 9 ooo 2 9 o+o 2 10 ooo 2 7 oo+ 2 3 ooo 2 3 +oo 2 8 +oo 2 8 ++o 2 5 +oo 2 5 ++o 2 6 +oo 3 8 ooo 3 8 o+o 3 5 ooo 3 5 o+o 3 6 ooo 3 11 oo+ 3 4 ooo 3 4 o+o 3 9 ooo 3 9 o+o 3 7 oo+ 4 6 o-o 4 6 ooo 4 8 ooo 4 10 o-o 4 10 ooo 4 9 ooo 5 7 --+ 5 7 -o+ 5 9 -oo 5 11 o-+ 5 11 oo+ 5 8 ooo 6 8 ooo 6 8 o+o 6 11 ooo 6 10 ooo 7 9 oo- 7 9 o+- 7 10 ooo 7 11 +oo ,-0.7133819608333329,0.0,orthorhombic
+ x a DDO c OOD o Li Li Li Li V V F F F F F F F F F F 0 6 oo+ 0 11 ooo 0 13 +-o 0 10 oo+ 1 15 ooo 1 6 ooo 1 13 +-o 1 7 ooo 2 15 ooo 2 6 -+o 2 13 ooo 2 7 ooo 3 11 oo- 3 6 -+o 3 10 ooo 3 13 oo- 4 14 ooo 4 9 -oo 4 7 -oo 4 15 ooo 4 12 ooo 4 8 -oo 5 10 o-o 5 12 oo- 5 14 ooo 5 8 o-- 5 9 o-o 5 11 oo- ,-3.143615793645833,2.398,monoclinic
o x b OOO j OOO o Sr Ta N O O 0 2 -oo 0 2 -+o 0 2 ooo 0 2 o+o 0 4 -+- 0 4 -+o 0 4 o+- 0 4 o+o 0 3 oo- 0 3 ooo 0 3 o+- 0 3 o+o 1 3 ooo 1 3 +oo 1 4 ooo 1 4 o+o 1 2 ooo 1 2 oo+ ,-2.686350924333334,0.7818,orthorhombic
+ t a ODD a DOD b OOO c OOO d OOO e OOO o Y Ho Ir Ir 0 3 --- 0 3 --o 0 3 o-- 0 3 -o- 0 1 --o 0 1 -o- 0 1 -oo 0 1 o-- 0 1 o-o 0 1 oo- 0 2 -oo 0 2 o-o 0 2 oo- 0 2 ooo 1 2 ooo 1 2 oo+ 1 2 +oo 1 2 o+o 1 3 -oo 1 3 o-o 1 3 oo- 1 3 ooo 2 3 --o 2 3 -o- 2 3 -oo 2 3 o-- 2 3 o-o 2 3 oo- ,-0.8347403216666667,0.0,cubic
o w a ECC n OOO k OOD o La La Mo Mo N N N N N N 0 6 ooo 0 5 ooo 0 9 oo+ 0 4 ooo 0 7 +oo 0 8 o+o 1 9 o-o 1 8 -oo 1 5 o-o 1 7 oo- 1 4 -oo 1 6 oo- 2 7 ooo 2 9 ooo 2 8 ooo 3 4 oo+ 3 6 o+o 3 5 +oo ,-1.0852496220000003,1.2124999999999997,trigonal
+ v b OOO c OOO d OOO e OOO o Cu Cu Cu As 0 1 -oo 0 1 -+o 0 1 ooo 0 1 o+o 0 2 -oo 0 2 -o+ 0 2 ooo 0 2 oo+ 0 3 ooo 0 3 oo+ 0 3 o+o 0 3 o++ 1 3 ooo 1 3 oo+ 1 3 +oo 1 3 +o+ 1 2 o-o 1 2 o-+ 1 2 ooo 1 2 oo+ 2 3 ooo 2 3 o+o 2 3 +oo 2 3 ++o ,0.0425598262499997,0.0,cubic
o w a DDD b OOO j OOO o Zn Zn Zn Zn Si Si H H H H O O O O O O O O O O 0 14 oo- 0 16 ooo 0 10 o+o 0 11 +oo 1 10 -oo 1 11 oo+ 1 15 ooo 1 17 ooo 2 13 ooo 2 17 ooo 2 14 ooo 2 12 o++ 3 15 oo- 3 13 ooo 3 12 ooo 3 16 ooo 4 12 ooo 4 18 o-o 4 14 ooo 4 10 ooo 5 11 ooo 5 15 o+o 5 13 ooo 5 18 ooo 6 16 ooo 7 17 ooo 8 19 +oo 9 19 ooo ,-2.0798479405,3.3636,orthorhombic
+ t a ODD a DOD b OOO c OOO d OOO e OOO o Eu Eu Sn Hg 0 2 ooo 0 2 oo+ 0 2 +oo 0 2 o+o 0 1 --o 0 1 -o- 0 1 -oo 0 1 o-- 0 1 o-o 0 1 oo- 0 3 -oo 0 3 o-o 0 3 oo- 0 3 ooo 1 3 ooo 1 3 oo+ 1 3 +oo 1 3 o+o 1 2 o++ 1 2 +o+ 1 2 ++o 1 2 +++ 2 3 --o 2 3 -o- 2 3 -oo 2 3 o-- 2 3 o-o 2 3 oo- ,-0.6523840099999996,0.0,cubic
o w n OOO b OOO k OOO o Na Sn Sn Pd Pd Pd 0 4 --- 0 4 oo- 0 5 oo- 0 5 o-- 0 3 -o- 0 3 oo- 1 5 oo- 1 5 ooo 1 3 o+- 1 3 o+o 1 4 oo- 1 4 ooo 2 4 oo- 2 4 ooo 2 3 oo- 2 3 ooo 2 5 +o- 2 5 +oo 3 5 o-o 3 5 +oo 3 4 ooo 3 4 o-o 4 5 ooo 4 5 +oo ,-0.4808854944252878,0.0,hexagonal
+ w a DDD b OOO c OOO o Nd Nd Nd Ag Ag Ag Ag Sn Sn Sn Sn 0 10 o-- 0 10 ooo 0 7 o-o 0 5 o-- 0 5 ooo 0 3 ooo 0 3 o-- 0 6 oo+ 0 6 o-o 0 4 o-o 0 4 oo+ 0 9 o-o 0 9 oo+ 0 8 ooo 1 9 oo- 1 9 o+o 1 7 oo- 1 7 +oo 1 6 oo- 1 6 o+o 1 8 oo- 1 8 o+o 1 3 oo- 1 10 +o- 1 10 ++o 1 5 +o- 1 5 ++o 1 4 ooo 2 4 --- 2 4 -oo 2 9 --- 2 9 -oo 2 5 oo- 2 8 -o- 2 8 ooo 2 7 o-- 2 7 ooo 2 3 o-- 2 3 ooo 2 10 o-- 2 10 ooo 2 6 ooo 3 10 ooo 3 7 ooo 3 8 ooo 3 8 o++ 3 4 oo+ 4 8 oo- 4 8 o+o 4 9 ooo 4 7 +oo 5 8 -oo 5 7 o-o 5 7 oo+ 5 10 ooo 5 6 oo+ 6 7 o-- 6 7 ooo 6 8 ooo 6 9 ooo 9 10 +oo ,-0.5533032387878788,0.0,orthorhombic
+ w a DDO b OOD c OOD o Nb Nb Nb Nb Nb Nb Nb Nb B B B B B B C C C C 0 13 o-- 0 13 o-o 0 13 +o- 0 13 +oo 0 12 -oo 0 12 o+o 0 11 o-- 0 11 o-o 0 11 +o- 0 11 +oo 0 8 o-o 0 8 +oo 1 10 -oo 1 10 -o+ 1 10 o+o 1 10 o++ 1 9 -oo 1 9 o+o 1 12 -oo 1 12 -o+ 1 12 o+o 1 12 o++ 1 13 o-o 1 13 +oo 2 8 o-o 2 8 o-+ 2 8 +oo 2 8 +o+ 2 11 o-o 2 11 +oo 2 14 ooo 3 15 ooo 3 9 -o- 3 9 -oo 3 9 o+- 3 9 o+o 3 10 -oo 3 10 o+o 4 17 o-o 4 17 o-+ 4 17 +oo 4 17 +o+ 4 14 ooo 4 16 ooo 5 16 -o- 5 16 -oo 5 16 o+- 5 16 o+o 5 17 ooo 5 15 ooo 6 14 -o- 6 14 -oo 6 14 o+- 6 14 o+o 6 17 ooo 7 15 o-o 7 15 o-+ 7 15 +oo 7 15 +o+ 7 16 ooo 8 11 oo- 8 11 ooo 9 10 ooo 9 10 oo+ 10 12 ooo 11 13 ooo 12 13 +-- 12 13 +-o ,-0.5935705797222224,0.0,orthorhombic
o w n OOO i OOO k OOO o Tm Cu Si 0 2 -o- 0 2 -oo 0 2 -+o 0 2 oo- 0 2 ooo 0 2 o+o 0 1 -o- 0 1 -+- 0 1 -+o 0 1 oo- 0 1 o+- 0 1 o+o 1 2 o-o 1 2 ooo 1 2 oo+ ,-0.612489708888889,0.0,hexagonal
+ w n OOO b OOD e OOO o Nb Nb Nb Nb In In C C 0 6 o+o 0 6 ooo 0 6 ++o 0 5 ooo 0 5 o+o 0 5 -oo 1 6 ooo 1 6 ++o 1 6 +oo 1 4 +oo 1 4 o-o 1 4 ooo 2 7 oo+ 2 7 +++ 2 7 +o+ 2 4 +oo 2 4 o-o 2 4 ooo 3 7 o+o 3 7 ooo 3 7 ++o 3 5 ooo 3 5 o+o 3 5 -oo 4 4 ++o 4 4 o+o 4 4 +oo 5 5 ++o 5 5 o+o 5 5 +oo ,-0.4076858349999988,0.0,hexagonal
+ x a DDO c OOO o Ta Ta Al Al O O O O O O O O 0 11 ooo 0 9 ooo 0 4 o+o 0 4 +oo 0 7 ++o 1 6 --o 1 5 -oo 1 5 o-o 1 8 ooo 1 10 ooo 2 5 ooo 2 11 oo+ 2 10 o+o 2 10 +oo 2 9 ooo 2 6 ooo 3 7 ooo 3 8 ooo 3 11 -oo 3 11 o-o 3 10 oo- 3 4 ooo ,-3.4020875733333327,4.0964,monoclinic
+ t a ODD a DOD b OOO c OOO d OOO e OOO o Eu Eu Zn Hg 0 2 ooo 0 2 oo+ 0 2 +oo 0 2 o+o 0 1 --o 0 1 -o- 0 1 -oo 0 1 o-- 0 1 o-o 0 1 oo- 0 3 -oo 0 3 o-o 0 3 oo- 0 3 ooo 1 3 ooo 1 3 oo+ 1 3 +oo 1 3 o+o 1 2 o++ 1 2 +o+ 1 2 ++o 1 2 +++ 2 3 --o 2 3 -o- 2 3 -oo 2 3 o-- 2 3 o-o 2 3 oo- ,-0.393003651249999,0.0,cubic
+ x a DDO c OOO o Zr Zr Ni Ni Ni Ni Ni Ni Ni 0 1 oo- 0 1 ooo 0 6 -oo 0 6 o+o 0 6 ooo 0 8 ooo 0 8 +oo 0 2 ooo 0 2 ++o 0 5 o+- 0 3 ooo 0 3 o-o 0 3 +oo 0 7 o+o 0 7 ooo 0 4 +o- 1 2 ooo 1 2 ++o 1 5 -oo 1 5 o+o 1 5 ooo 1 6 -o+ 1 7 o+o 1 7 ooo 1 8 ooo 1 8 +oo 1 4 ooo 1 4 o-o 1 4 +oo 1 3 o-+ 2 7 -oo 2 7 ooo 2 6 -oo 2 8 ooo 2 8 o-o 2 5 -oo 2 3 o-o 2 4 o-o 3 4 oo- 3 8 ooo 3 6 -+o 3 6 -oo 3 6 o+o 3 5 o+- 3 7 o+o 4 5 -+o 4 5 -oo 4 5 o+o 4 8 ooo 4 6 -o+ 4 7 o+o 5 7 ooo 5 8 +oo 5 6 oo+ 6 7 ooo 6 8 +oo 7 8 o-o 7 8 +oo ,-0.4273060644444442,0.0,monoclinic
+ x b DOD c ODO o La La La La La La La La La La La La Ni Ni Ni Ni 0 10 oo- 0 7 ooo 0 7 o+o 0 8 -oo 0 3 -o- 0 3 oo- 0 12 ooo 0 15 oo- 0 4 oo- 0 13 ooo 0 11 oo- 0 9 o+o 0 6 ooo 1 12 o-o 1 14 -oo 1 5 --o 1 8 -oo 1 10 ooo 1 2 -oo 1 2 ooo 1 9 ooo 1 11 o-o 1 6 o-o 1 6 ooo 1 13 ooo 1 7 ooo 2 9 ooo 2 11 o-o 2 13 ooo 2 6 ooo 2 15 ooo 2 14 ooo 2 5 o-o 2 5 ooo 2 8 ooo 2 10 +oo 2 4 ooo 3 15 ooo 3 4 ooo 3 4 o+o 3 11 ooo 3 9 o++ 3 10 +oo 3 8 oo+ 3 14 o+o 3 5 ooo 3 7 +++ 3 12 +o+ 4 11 o-o 4 9 oo+ 4 7 oo+ 4 7 +o+ 4 15 ooo 4 13 oo+ 4 14 ooo 4 10 +oo 4 8 oo+ 5 6 ooo 5 6 +oo 5 15 ooo 5 9 o+o 5 11 ooo 5 8 ooo 5 10 +oo 5 12 +oo 5 14 o+o 6 8 -oo 6 10 ooo 6 12 ooo 6 13 ooo 6 15 ooo 6 9 o+o 6 11 ooo 7 14 -o- 7 12 o-o 7 10 oo- 7 8 -oo 7 11 o-- 7 9 ooo 7 13 ooo 8 13 ooo 8 13 +oo 8 9 ooo 8 9 o+o 8 12 +oo 9 12 o-o 9 12 +-o 9 13 ooo 10 14 -oo 10 15 -oo 10 15 ooo 10 11 o-o 10 11 ooo 11 14 -+o 11 14 o+o 11 15 ooo ,-0.185088269375,0.0,orthorhombic
o x a DDO j OOD o K K K K Tc Tc Tc Tc Cl Cl Cl Cl Cl Cl Cl Cl Cl Cl Cl Cl 0 17 --o 0 19 o-o 0 9 ooo 0 10 ooo 0 13 o-o 0 14 o-o 0 18 ooo 0 12 ooo 1 12 -o- 1 16 --o 1 18 -oo 1 19 oo- 1 15 -oo 1 11 ooo 1 8 oo- 1 13 ooo 2 19 o-- 2 11 ooo 2 8 oo- 2 16 o-o 2 13 o-o 2 12 oo- 2 18 ooo 2 15 ooo 3 18 -oo 3 12 -oo 3 17 -oo 3 19 ooo 3 9 ooo 3 10 ooo 3 13 ooo 3 14 ooo 4 8 ooo 4 14 ooo 4 12 ooo 4 17 ooo 4 6 ooo 5 9 ooo 5 16 ooo 5 13 ooo 5 15 ooo 5 7 ooo 6 16 oo+ 6 19 +oo 6 15 oo+ 6 10 ++o 7 14 ooo 7 18 o+o 7 17 ooo 7 11 ++o ,-1.5132628591,1.7152000000000005,monoclinic
+ v a DDD b OOO g OOO c OOO o Ba Ba Hf S S S S 0 5 --- 0 5 -oo 0 5 o-o 0 5 oo+ 0 6 ooo 0 4 oo- 0 4 +oo 0 3 oo- 0 3 o+o 1 6 oo- 1 6 o+o 1 6 +oo 1 6 +++ 1 4 oo- 1 4 +oo 1 3 oo- 1 3 o+o 1 5 ooo 2 5 --o 2 3 -o- 2 3 ooo 2 4 ooo 2 4 o-- 2 6 ooo 3 5 o-+ 3 5 --o 3 6 +o+ 3 6 ooo 4 5 -o+ 4 5 --o 4 6 o++ 4 6 ooo ,-2.2084400275,0.9290999999999996,tetragonal
+ w b OOO g OOO c OOO o Cr Co Pt Pt 0 1 --o 0 1 -oo 0 1 o-o 0 1 ooo 0 2 -o- 0 2 -oo 0 2 oo- 0 2 ooo 0 3 o-- 0 3 o-o 0 3 oo- 0 3 ooo 1 3 oo- 1 3 ooo 1 3 +o- 1 3 +oo 1 2 oo- 1 2 ooo 1 2 o+- 1 2 o+o 2 3 o-o 2 3 ooo 2 3 +-o 2 3 +oo ,-0.1365869737499991,0.0,tetragonal
